Exec,Fold,Accuracy,Precision,Recall,F1
1,1,0.9090073529411765,0.910935691545683,0.9090073529411765,0.9095137570192007
1,2,0.9283088235294118,0.9287515034897338,0.9283088235294118,0.9283518606220702
1,3,0.9090073529411765,0.9090935253185403,0.9090073529411765,0.9084368391293437
1,4,0.9200367647058824,0.9209510806218568,0.9200367647058824,0.9202355017768804
1,5,0.9116835326586936,0.9124156304409167,0.9116835326586936,0.9115044975228854
1,6,0.9052437902483901,0.905057689901878,0.9052437902483901,0.9050590624971112
1,7,0.9006439742410304,0.9005835526977407,0.9006439742410304,0.9003918673239392
1,8,0.922723091076357,0.9229112181091439,0.922723091076357,0.9227722685634119
1,9,0.9291628334866605,0.9293952654518677,0.9291628334866605,0.9288972955308468
1,10,0.9116835326586936,0.9123974338186644,0.9116835326586936,0.911722545553666
2,1,0.921875,0.9219413791798091,0.921875,0.9214684812662766
2,2,0.9191176470588235,0.9196633139299086,0.9191176470588235,0.9191708606062647
2,3,0.9227941176470589,0.9236603610200045,0.9227941176470589,0.92290361393843
2,4,0.9080882352941176,0.9089280169739562,0.9080882352941176,0.9076080469654599
2,5,0.9245630174793008,0.9257768959769715,0.9245630174793008,0.9247245088707967
2,6,0.9172033118675254,0.9180523293268783,0.9172033118675254,0.9171776163963714
2,7,0.9153633854645814,0.9154085936058645,0.9153633854645814,0.9152515009199798
2,8,0.9006439742410304,0.9024127910295033,0.9006439742410304,0.901067791141577
2,9,0.9135234590616376,0.9137752158462753,0.9135234590616376,0.9133356478179295
2,10,0.9080036798528058,0.907985914279907,0.9080036798528058,0.9077370907272582
3,1,0.9172794117647058,0.9175070660904492,0.9172794117647058,0.9171452087772076
3,2,0.9255514705882353,0.9263208844388987,0.9255514705882353,0.925244510958672
3,3,0.90625,0.906579203945148,0.90625,0.9062177176262194
3,4,0.9117647058823529,0.9126015016092561,0.9117647058823529,0.9117896081611052
3,5,0.9034038638454461,0.9042946951528648,0.9034038638454461,0.9037012671043393
3,6,0.9190432382704692,0.9191066921329845,0.9190432382704692,0.9189370864871778
3,7,0.9089236430542779,0.9104316585956429,0.9089236430542779,0.9092359728104025
3,8,0.9190432382704692,0.9193481855878581,0.9190432382704692,0.9189787512940505
3,9,0.9190432382704692,0.9194123525726001,0.9190432382704692,0.9187788684115779
3,10,0.9264029438822448,0.927776154529804,0.9264029438822448,0.9265031205217749
4,1,0.9181985294117647,0.9193607347346981,0.9181985294117647,0.9181913439161997
4,2,0.9154411764705882,0.915737015503402,0.9154411764705882,0.9154961939304096
4,3,0.9080882352941176,0.9096965355149421,0.9080882352941176,0.9080344240020175
4,4,0.9172794117647058,0.9178171531313566,0.9172794117647058,0.9172391059890697
4,5,0.9144434222631095,0.9143956093620845,0.9144434222631095,0.9143418678135868
4,6,0.9116835326586936,0.9120972781589682,0.9116835326586936,0.9115663461940486
4,7,0.9089236430542779,0.9102736953520395,0.9089236430542779,0.9092301451895893
4,8,0.9135234590616376,0.9136652788521973,0.9135234590616376,0.9134872161726401
4,9,0.9236430542778289,0.9239431033266308,0.9236430542778289,0.9236530933157374
4,10,0.921803127874885,0.9223299899388036,0.921803127874885,0.9217821747842597
5,1,0.9145220588235294,0.914110128049283,0.9145220588235294,0.9136794942048206
5,2,0.8998161764705882,0.9004253147499733,0.8998161764705882,0.9000052818062654
5,3,0.9172794117647058,0.9179474305954072,0.9172794117647058,0.9170621381389911
5,4,0.9163602941176471,0.916834513538654,0.9163602941176471,0.9164323245303916
5,5,0.937442502299908,0.9375372192881479,0.937442502299908,0.9373601044897532
5,6,0.9144434222631095,0.9158985605125274,0.9144434222631095,0.9145145496469772
5,7,0.9116835326586936,0.9129004955379666,0.9116835326586936,0.9119107137257052
5,8,0.9254829806807727,0.9261763198350078,0.9254829806807727,0.9256200975582536
5,9,0.922723091076357,0.9239751191520021,0.922723091076357,0.9229776404470333
5,10,0.891444342226311,0.8930526322990422,0.891444342226311,0.8918668621812247
6,1,0.9126838235294118,0.913314854692529,0.9126838235294118,0.9125566482045784
6,2,0.9191176470588235,0.9203319514211508,0.9191176470588235,0.9192267328754932
6,3,0.9108455882352942,0.9113130870791242,0.9108455882352942,0.9108609081997893
6,4,0.9126838235294118,0.9125013918106957,0.9126838235294118,0.9123520362655135
6,5,0.9098436062557498,0.9102319611899959,0.9098436062557498,0.909735822964742
6,6,0.9162833486660533,0.9161222641144765,0.9162833486660533,0.9161128674717078
6,7,0.9190432382704692,0.9201608552674796,0.9190432382704692,0.9192413700392338
6,8,0.9153633854645814,0.9161212701216604,0.9153633854645814,0.9153471585034281
6,9,0.9236430542778289,0.9249023001041334,0.9236430542778289,0.9237176100412872
6,10,0.9107635694572217,0.9117387530604586,0.9107635694572217,0.911000704842112
7,1,0.9053308823529411,0.9066065554765643,0.9053308823529411,0.9047792758471969
7,2,0.9181985294117647,0.9186684227132244,0.9181985294117647,0.9181917953462473
7,3,0.9329044117647058,0.9335773823267237,0.9329044117647058,0.9329670990512402
7,4,0.9099264705882353,0.9103421432189635,0.9099264705882353,0.9100332849466831
7,5,0.9043238270469182,0.904471242004957,0.9043238270469182,0.9041805655360052
7,6,0.9162833486660533,0.9168622164036655,0.9162833486660533,0.9160726766977565
7,7,0.9264029438822448,0.9266318072995224,0.9264029438822448,0.926431115837491
7,8,0.9116835326586936,0.9123546007245584,0.9116835326586936,0.9117251052657726
7,9,0.9254829806807727,0.9270833503060248,0.9254829806807727,0.9258551689272182
7,10,0.9043238270469182,0.9050126406024774,0.9043238270469182,0.9042973722173173
8,1,0.9053308823529411,0.9058810139760062,0.9053308823529411,0.9052643962972176
8,2,0.9200367647058824,0.9203904868946527,0.9200367647058824,0.9200405940708294
8,3,0.9172794117647058,0.9190587806991226,0.9172794117647058,0.9174363873271915
8,4,0.9136029411764706,0.9139534180498972,0.9136029411764706,0.9136242989242975
8,5,0.9162833486660533,0.9168817506113386,0.9162833486660533,0.9159041066307104
8,6,0.9245630174793008,0.9245701143533187,0.9245630174793008,0.9245134102633472
8,7,0.9172033118675254,0.917483525379411,0.9172033118675254,0.9171266863741335
8,8,0.921803127874885,0.9221013393002504,0.921803127874885,0.9217575447149323
8,9,0.9034038638454461,0.9036663873023533,0.9034038638454461,0.9030955227657137
8,10,0.9162833486660533,0.9166229692164081,0.9162833486660533,0.9163664802732117
9,1,0.90625,0.9073233532043149,0.90625,0.9062588576507798
9,2,0.9099264705882353,0.9101570019924025,0.9099264705882353,0.909665916789186
9,3,0.9044117647058824,0.9064843967418674,0.9044117647058824,0.9048495635594982
9,4,0.9264705882352942,0.9265414638362308,0.9264705882352942,0.9264255451622181
9,5,0.9024839006439742,0.9032483606618427,0.9024839006439742,0.9025312456225933
9,6,0.921803127874885,0.9219732059255096,0.921803127874885,0.9217504796864201
9,7,0.9126034958601656,0.9129770733285764,0.9126034958601656,0.9123778123878186
9,8,0.9116835326586936,0.9121031711207631,0.9116835326586936,0.9117243395234444
9,9,0.9089236430542779,0.9090851140867608,0.9089236430542779,0.9087239845606726
9,10,0.9273229070837167,0.9282810543227703,0.9273229070837167,0.9272473626447436
10,1,0.9126838235294118,0.9138191062325163,0.9126838235294118,0.9129168596263194
10,2,0.9034926470588235,0.9048493067163216,0.9034926470588235,0.9039000356974601
10,3,0.9053308823529411,0.9065927496498128,0.9053308823529411,0.9048807903041545
10,4,0.9163602941176471,0.9169055314635829,0.9163602941176471,0.9163527682396736
10,5,0.9254829806807727,0.9267392433199113,0.9254829806807727,0.925762867865267
10,6,0.922723091076357,0.9231965644973767,0.922723091076357,0.9224854279709466
10,7,0.9190432382704692,0.9197860206548824,0.9190432382704692,0.9189173722780125
10,8,0.9070837166513339,0.9074446869693287,0.9070837166513339,0.907118273842248
10,9,0.9172033118675254,0.9172244346100658,0.9172033118675254,0.9168808205572756
10,10,0.9162833486660533,0.9162574919238531,0.9162833486660533,0.916227011428078
11,1,0.90625,0.9059293036986039,0.90625,0.9059353634188994
11,2,0.9301470588235294,0.9309575751722469,0.9301470588235294,0.9299375351157814
11,3,0.9191176470588235,0.9194334463570863,0.9191176470588235,0.9190873052340693
11,4,0.9154411764705882,0.9158633277195194,0.9154411764705882,0.9153710408310649
11,5,0.9107635694572217,0.9117769272466336,0.9107635694572217,0.9110020491780306
11,6,0.8997240110395585,0.9003655776207868,0.8997240110395585,0.8999134117897538
11,7,0.921803127874885,0.9217830551436571,0.921803127874885,0.9217450818640593
11,8,0.921803127874885,0.9231691288265107,0.921803127874885,0.9220536796035654
11,9,0.9135234590616376,0.9139425999128187,0.9135234590616376,0.9134669331416666
11,10,0.9135234590616376,0.9136970285377484,0.9135234590616376,0.9135117986071498
12,1,0.9136029411764706,0.9139972994317226,0.9136029411764706,0.9137134586072166
12,2,0.9181985294117647,0.9185398369377362,0.9181985294117647,0.9182656207238642
12,3,0.9209558823529411,0.9208159431412191,0.9209558823529411,0.9207197706552276
12,4,0.9237132352941176,0.9239612294570602,0.9237132352941176,0.9235836712406917
12,5,0.9098436062557498,0.9111256953547267,0.9098436062557498,0.9100314726972496
12,6,0.9236430542778289,0.9237596838172476,0.9236430542778289,0.9236088849021903
12,7,0.9070837166513339,0.9075165592549743,0.9070837166513339,0.9068223025900496
12,8,0.9034038638454461,0.9032639872740452,0.9034038638454461,0.903101090782347
12,9,0.9052437902483901,0.90644647135047,0.9052437902483901,0.905480037036539
12,10,0.9199632014719411,0.9207796730265947,0.9199632014719411,0.9200551998655057
13,1,0.9200367647058824,0.9200405155687905,0.9200367647058824,0.9197989594233266
13,2,0.8869485294117647,0.8879842755837447,0.8869485294117647,0.8871795740662984
13,3,0.9237132352941176,0.9250411968131874,0.9237132352941176,0.9239782666934463
13,4,0.9117647058823529,0.9118651534439562,0.9117647058823529,0.9116536674319147
13,5,0.921803127874885,0.9224490551842236,0.921803127874885,0.9218929551012184
13,6,0.9245630174793008,0.9246022109905944,0.9245630174793008,0.9244713357615391
13,7,0.9098436062557498,0.9109718989451191,0.9098436062557498,0.9098227303639813
13,8,0.921803127874885,0.9233119575157855,0.921803127874885,0.9221598376390294
13,9,0.9153633854645814,0.9159200893218151,0.9153633854645814,0.9151891932737414
13,10,0.9070837166513339,0.9077453300272875,0.9070837166513339,0.9070100303714203
14,1,0.9117647058823529,0.9121868017916299,0.9117647058823529,0.911801152546832
14,2,0.9163602941176471,0.9177564987777179,0.9163602941176471,0.9165189055902142
14,3,0.9080882352941176,0.908490450255873,0.9080882352941176,0.907810825333607
14,4,0.9163602941176471,0.9177471242830755,0.9163602941176471,0.9166467374113194
14,5,0.906163753449862,0.9072412151592032,0.906163753449862,0.9057642448731293
14,6,0.9089236430542779,0.9095218567481181,0.9089236430542779,0.90902319048555
14,7,0.920883164673413,0.921061373688921,0.920883164673413,0.920223872267373
14,8,0.9153633854645814,0.9157840205034278,0.9153633854645814,0.9151757862198776
14,9,0.9153633854645814,0.9164374127078377,0.9153633854645814,0.9156751345330629
14,10,0.9190432382704692,0.9194566089187992,0.9190432382704692,0.9189545363937441
15,1,0.9108455882352942,0.9114811448264913,0.9108455882352942,0.9109205651484578
15,2,0.9172794117647058,0.9173348076909289,0.9172794117647058,0.9172079167474295
15,3,0.9080882352941176,0.9088118573775861,0.9080882352941176,0.9081530790977401
15,4,0.9255514705882353,0.9255490943462243,0.9255514705882353,0.9254863798261987
15,5,0.8951241950321988,0.8957032355804772,0.8951241950321988,0.8950606108598916
15,6,0.906163753449862,0.9066693489932001,0.906163753449862,0.9063049232077547
15,7,0.9126034958601656,0.9141731594971583,0.9126034958601656,0.9129898539908884
15,8,0.9245630174793008,0.9248154869635192,0.9245630174793008,0.9245858489363871
15,9,0.9190432382704692,0.9204717374527557,0.9190432382704692,0.9188895734074088
15,10,0.9300827966881324,0.9309663248117642,0.9300827966881324,0.9302200843759781
